date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:49:01	14776/14776	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/css/theme-shop.css	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/css/theme-shop.css	(from http://127.0.0.1:8000/)
19:49:01	315180/315180	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/css/theme-elements.css	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/css/theme-elements.css	(from http://127.0.0.1:8000/)
19:49:05	3270/3270	---M--	200	added ('OK')	text/css	date:Sun,%2006%20Aug%202023%2015:41:50%20GMT	http://127.0.0.1:8000/static/css/custom.css	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/css/custom.css	(from http://127.0.0.1:8000/)
19:49:05	173719/173719	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/css/skins/skin-corporate-10.css	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/css/skins/skin-corporate-10.css	(from http://127.0.0.1:8000/)
19:49:07	13170/13170	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Aug%202022%2020:28:45%20GMT	http://127.0.0.1:8000/static/image/logo/bitLogo.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/logo/bitLogo.png	(from http://127.0.0.1:8000/)
19:49:07	21387/21387	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:06%20GMT	http://127.0.0.1:8000/services/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/services/index.html	(from http://127.0.0.1:8000/)
19:49:07	13303/13303	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:06%20GMT	http://127.0.0.1:8000/products/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/index.html	(from http://127.0.0.1:8000/)
19:49:07	3786/3786	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:19:05%20GMT	http://127.0.0.1:8000/image/wepik--2022517-222411.jpeg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/image/wepik--2022517-222411.11.delayed	(from http://127.0.0.1:8000/)
19:49:09	22750/22750	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:07%20GMT	http://127.0.0.1:8000/projects/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/index.html	(from http://127.0.0.1:8000/)
19:49:09	13626/13626	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:07%20GMT	http://127.0.0.1:8000/about-us/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/index.html	(from http://127.0.0.1:8000/)
19:49:09	13843/13843	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:07%20GMT	http://127.0.0.1:8000/contact-us/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/contact-us/index.html	(from http://127.0.0.1:8000/)
19:49:13	38185/38185	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/Untitleda.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/Untitleda.jpg	(from http://127.0.0.1:8000/)
19:49:13	22796/22796	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:12%20GMT	http://127.0.0.1:8000/terms-and-conditions/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/terms-and-conditions/index.html	(from http://127.0.0.1:8000/)
19:49:15	30362/30362	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:19:13%20GMT	http://127.0.0.1:8000/privacy-policy/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/privacy-policy/index.html	(from http://127.0.0.1:8000/)
19:49:15	9399/9399	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/modernizr/modernizr.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/modernizr/modernizr.min.js	(from http://127.0.0.1:8000/)
19:49:19	1422/1422	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.appear/jquery.appear.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.appear/jquery.appear.min.js	(from http://127.0.0.1:8000/)
19:49:21	2532/2532	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.easing/jquery.easing.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.easing/jquery.easing.min.js	(from http://127.0.0.1:8000/)
19:49:23	1229/1229	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.cookie/jquery.cookie.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.cookie/jquery.cookie.min.js	(from http://127.0.0.1:8000/)
19:49:23	64513/64513	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/20944136b.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/20944136b.jpg	(from http://127.0.0.1:8000/)
19:49:27	21233/21233	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/popper/umd/popper.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/popper/umd/popper.min.js	(from http://127.0.0.1:8000/)
19:49:28	89476/89476	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery/jquery.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery/jquery.min.js	(from http://127.0.0.1:8000/)
19:49:31	3990/3990	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.easy-pie-chart/jquery.easypiechart.min.js	(from http://127.0.0.1:8000/)
19:49:33	27485/27485	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/common/common.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/common/common.min.js	(from http://127.0.0.1:8000/)
19:49:33	24443/24443	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.validation/jquery.validate.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.validation/jquery.validate.min.js	(from http://127.0.0.1:8000/)
19:49:33	3563/3563	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.gmap/jquery.gmap.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.gmap/jquery.gmap.min.js	(from http://127.0.0.1:8000/)
19:49:35	63240/63240	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/bootstrap/js/bootstrap.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/bootstrap/js/bootstrap.min.js	(from http://127.0.0.1:8000/)
19:49:35	3268/3268	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/jquery.lazyload/jquery.lazyload.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/jquery.lazyload/jquery.lazyload.min.js	(from http://127.0.0.1:8000/)
19:49:39	4476/4476	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/vide/jquery.vide.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/vide/jquery.vide.min.js	(from http://127.0.0.1:8000/)
19:49:41	49090/49090	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/isotope/jquery.isotope.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/isotope/jquery.isotope.min.js	(from http://127.0.0.1:8000/)
19:49:43	20216/20216	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/magnific-popup/jquery.magnific-popup.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/magnific-popup/jquery.magnific-popup.min.js	(from http://127.0.0.1:8000/)
19:49:43	11790/11790	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/vivus/vivus.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/vivus/vivus.min.js	(from http://127.0.0.1:8000/)
19:49:44	44342/44342	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/vendor/owl.carousel/owl.carousel.min.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/vendor/owl.carousel/owl.carousel.min.js	(from http://127.0.0.1:8000/)
19:49:45	0/0	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/js/custom.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/js/custom.27.delayed	(from http://127.0.0.1:8000/)
19:49:45	7945/7945	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/js/views/view.contact.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/js/views/view.contact.js	(from http://127.0.0.1:8000/)
19:49:47	13333/13333	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/js/theme.init.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/js/theme.init.js	(from http://127.0.0.1:8000/)
19:49:54	158323/158323	---M--	200	added ('OK')	application/javascript	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/js/theme.js	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/js/theme.js	(from http://127.0.0.1:8000/)
19:49:54	51/51	---MCZ	200	added ('OK')	text/plain	date:Wed,%2010%20Apr%202024%2016:19:47%20GMT	https://fonts.googleapis.com/robots.txt		(from http://127.0.0.1:8000/)
19:49:55	3762/3762	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:19:54%20GMT	http://127.0.0.1:8000/services/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/services/img/favicon.29.delayed	(from http://127.0.0.1:8000/services/)
19:49:56	3789/3789	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:19:55%20GMT	http://127.0.0.1:8000/services/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/services/img/apple-touch-icon.2a.delayed	(from http://127.0.0.1:8000/services/)
19:49:58	4620/4620	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:19:57%20GMT	http://127.0.0.1:8000/products/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/img/favicon.2c.delayed	(from http://127.0.0.1:8000/products/)
19:49:59	4647/4647	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:19:58%20GMT	http://127.0.0.1:8000/products/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/img/apple-touch-icon.2d.delayed	(from http://127.0.0.1:8000/products/)
19:50:01	11900/11900	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:20:00%20GMT	http://127.0.0.1:8000/products/light-shifter	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/light-shifter.html	(from http://127.0.0.1:8000/products/)
19:50:03	14955/14955	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:20:02%20GMT	http://127.0.0.1:8000/products/lumos	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/lumos.html	(from http://127.0.0.1:8000/products/)
19:50:08	18864/18864	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/products/Lumos.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/products/Lumos.png	(from http://127.0.0.1:8000/products/)
19:50:08	26627/26627	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/products/lightshifter.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/products/lightshifter.png	(from http://127.0.0.1:8000/products/)
19:50:09	11759/11759	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:20:08%20GMT	http://127.0.0.1:8000/products/light-blender	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/products/light-blender.html	(from http://127.0.0.1:8000/products/)
19:50:11	5791/5791	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:20:10%20GMT	http://127.0.0.1:8000/projects/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/img/favicon.35.delayed	(from http://127.0.0.1:8000/projects/)
19:50:12	5818/5818	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:20:11%20GMT	http://127.0.0.1:8000/projects/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/img/apple-touch-icon.36.delayed	(from http://127.0.0.1:8000/projects/)
19:50:16	25795/25795	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/products/light-blender-logo.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/products/light-blender-logo.png	(from http://127.0.0.1:8000/products/)
19:50:41	232464/232464	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/products/products_header_page.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/products/products_header_page.jpg	(from http://127.0.0.1:8000/products/)
19:50:44	153041/153041	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/dnbuy.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/dnbuy.png	(from http://127.0.0.1:8000/projects/)
19:50:44	8388/8388	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/gtr.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/gtr.png	(from http://127.0.0.1:8000/projects/)
19:50:46	13142/13142	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:20:45%20GMT	http://127.0.0.1:8000/projects/dnbuy/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/dnbuy/index.html	(from http://127.0.0.1:8000/projects/)
19:51:12	342382/342382	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/projects/projects.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/projects.jpg	(from http://127.0.0.1:8000/projects/)
19:51:26	67482/67482	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/Lumos.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/Lumos.png	(from http://127.0.0.1:8000/projects/)
19:51:36	41005/41005	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/TF%20logo.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/TF%20logo.jpg	(from http://127.0.0.1:8000/projects/)
19:51:40	6144/6144	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/synodic-logo-2.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/synodic-logo-2.png	(from http://127.0.0.1:8000/projects/)
19:51:49	46807/46807	---M--	200	added ('OK')	image/png	date:Mon,%2003%20Oct%202022%2020:17:06%20GMT	http://127.0.0.1:8000/static/image/projects/light-blender-logo.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/light-blender-logo.png	(from http://127.0.0.1:8000/projects/)
19:51:52	6627/6627	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Sep%202022%2019:57:52%20GMT	http://127.0.0.1:8000/static/image/projects/metal-logo.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/metal-logo.jpg	(from http://127.0.0.1:8000/projects/)
19:51:55	12187/12187	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:21:53%20GMT	http://127.0.0.1:8000/projects/gtr/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr/index.html	(from http://127.0.0.1:8000/projects/)
19:51:56	12629/12629	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:21:55%20GMT	http://127.0.0.1:8000/projects/light-shifter/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter/index.html	(from http://127.0.0.1:8000/projects/)
19:51:58	3762/3762	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:21:56%20GMT	http://127.0.0.1:8000/about-us/img/favicon.ico	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/img/favicon.41.delayed	(from http://127.0.0.1:8000/about-us/)
19:52:00	12922/12922	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:21:58%20GMT	http://127.0.0.1:8000/projects/light-shifter-v2/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-shifter-v2/index.html	(from http://127.0.0.1:8000/projects/)
19:52:02	3789/3789	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:00%20GMT	http://127.0.0.1:8000/about-us/img/apple-touch-icon.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/img/apple-touch-icon.42.delayed	(from http://127.0.0.1:8000/about-us/)
19:52:04	12215/12215	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:02%20GMT	http://127.0.0.1:8000/projects/gtr-crypto/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/gtr-crypto/index.html	(from http://127.0.0.1:8000/projects/)
19:52:08	452250/452250	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/gtr-one.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/gtr-one.png	(from http://127.0.0.1:8000/projects/)
19:52:09	3828/3828	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:08%20GMT	http://127.0.0.1:8000/about-us/img/generic/generic-corporate-3-1.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/img/generic/generic-corporate-3-1.44.delayed	(from http://127.0.0.1:8000/about-us/)
19:52:10	12478/12478	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:09%20GMT	http://127.0.0.1:8000/projects/lumos/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/lumos/index.html	(from http://127.0.0.1:8000/projects/)
19:52:11	457786/457786	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2015:34:39%20GMT	http://127.0.0.1:8000/static/image/projects/ryan-longo.png	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/static/image/projects/ryan-longo.png	(from http://127.0.0.1:8000/projects/)
19:52:11	3828/3828	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:10%20GMT	http://127.0.0.1:8000/about-us/img/generic/generic-corporate-3-2.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/img/generic/generic-corporate-3-2.45.delayed	(from http://127.0.0.1:8000/about-us/)
19:52:12	12381/12381	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:11%20GMT	http://127.0.0.1:8000/projects/trade-forward-project/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/trade-forward-project/index.html	(from http://127.0.0.1:8000/projects/)
19:52:14	13165/13165	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:12%20GMT	http://127.0.0.1:8000/projects/syondic-br/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/syondic-br/index.html	(from http://127.0.0.1:8000/projects/)
19:52:14	3828/3828	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Apr%202024%2016:22:13%20GMT	http://127.0.0.1:8000/about-us/img/generic/generic-corporate-3-3.jpg	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/about-us/img/generic/generic-corporate-3-3.46.delayed	(from http://127.0.0.1:8000/about-us/)
19:52:16	12709/12709	---M--	200	added ('OK')	text/html	date:Wed,%2010%20Apr%202024%2016:22:14%20GMT	http://127.0.0.1:8000/projects/light-blender/	/home/saleh/websites/bitparsersHTMLOnly/127.0.0.1_8000/projects/light-blender/index.html	(from http://127.0.0.1:8000/projects/)
